freq_a,freq_b,gap,omega_a,omega_b,method,mean_rel_err
6,46,40,8,48,identity,6.0583368
6,46,40,8,48,real_scalar,0.99995861
6,46,40,8,48,complex_scalar,0.99906049
6,46,40,8,48,diag_complex,1.0005598
6,47,41,8,49,identity,6.2182891
6,47,41,8,49,real_scalar,0.99997296
6,47,41,8,49,complex_scalar,0.99915472
6,47,41,8,49,diag_complex,1.0001721
6,48,42,8,50,identity,6.2473004
6,48,42,8,50,real_scalar,0.99999904
6,48,42,8,50,complex_scalar,0.99926783
6,48,42,8,50,diag_complex,0.99984377
6,49,43,8,51,identity,6.2986913
6,49,43,8,51,real_scalar,1.0000196
6,49,43,8,51,complex_scalar,0.99928334
6,49,43,8,51,diag_complex,0.99986643
6,50,44,8,52,identity,6.3564759
6,50,44,8,52,real_scalar,1.0000261
6,50,44,8,52,complex_scalar,0.99921749
6,50,44,8,52,diag_complex,0.99994539
7,8,1,9,10,identity,0.4073145
7,8,1,9,10,real_scalar,0.3784965
7,8,1,9,10,complex_scalar,0.24829344
7,8,1,9,10,diag_complex,0.2206241
7,9,2,9,11,identity,0.80854246
7,9,2,9,11,real_scalar,0.69797545
7,9,2,9,11,complex_scalar,0.46654489
7,9,2,9,11,diag_complex,0.41996383
7,10,3,9,12,identity,1.1861509
7,10,3,9,12,real_scalar,0.88986257
7,10,3,9,12,complex_scalar,0.63726226
7,10,3,9,12,diag_complex,0.58456654
7,11,4,9,13,identity,1.4530683
7,11,4,9,13,real_scalar,0.96366827
7,11,4,9,13,complex_scalar,0.75709088
7,11,4,9,13,diag_complex,0.70587563
7,12,5,9,14,identity,1.6006447
7,12,5,9,14,real_scalar,0.99258035
7,12,5,9,14,complex_scalar,0.83715569
7,12,5,9,14,diag_complex,0.78714699
7,13,6,9,15,identity,1.7654457
7,13,6,9,15,real_scalar,1.0005937
7,13,6,9,15,complex_scalar,0.89590992
7,13,6,9,15,diag_complex,0.84517055
7,14,7,9,16,identity,1.9364451
7,14,7,9,16,real_scalar,0.99870878
7,14,7,9,16,complex_scalar,0.94052519
7,14,7,9,16,diag_complex,0.89535889
7,15,8,9,17,identity,1.990386
7,15,8,9,17,real_scalar,0.99963242
7,15,8,9,17,complex_scalar,0.96664278
7,15,8,9,17,diag_complex,0.93307718
7,16,9,9,18,identity,1.9774606
7,16,9,9,18,real_scalar,1.0002331
7,16,9,9,18,complex_scalar,0.97652572
7,16,9,9,18,diag_complex,0.95275127
7,17,10,9,19,identity,2.0906709
7,17,10,9,19,real_scalar,0.9998688
7,17,10,9,19,complex_scalar,0.9781977
7,17,10,9,19,diag_complex,0.95903221
7,18,11,9,20,identity,2.2248979
7,18,11,9,20,real_scalar,0.99948775
7,18,11,9,20,complex_scalar,0.98018374
7,18,11,9,20,diag_complex,0.96538299
7,19,12,9,21,identity,2.2639014
7,19,12,9,21,real_scalar,0.99918666
7,19,12,9,21,complex_scalar,0.98290437
7,19,12,9,21,diag_complex,0.97309011
7,20,13,9,22,identity,2.3702224
7,20,13,9,22,real_scalar,0.99826161
7,20,13,9,22,complex_scalar,0.98511797
7,20,13,9,22,diag_complex,0.97760061
7,21,14,9,23,identity,2.5466547
7,21,14,9,23,real_scalar,0.99781628
7,21,14,9,23,complex_scalar,0.98851702
7,21,14,9,23,diag_complex,0.98201851
7,22,15,9,24,identity,2.6246962
7,22,15,9,24,real_scalar,0.9984031
7,22,15,9,24,complex_scalar,0.9923164
7,22,15,9,24,diag_complex,0.98777931
7,23,16,9,25,identity,2.6614127
7,23,16,9,25,real_scalar,0.9990893
7,23,16,9,25,complex_scalar,0.99460291
7,23,16,9,25,diag_complex,0.99150486
7,24,17,9,26,identity,2.8264218
7,24,17,9,26,real_scalar,0.99942248
7,24,17,9,26,complex_scalar,0.99524503
7,24,17,9,26,diag_complex,0.99186753
7,25,18,9,27,identity,2.9664741
7,25,18,9,27,real_scalar,0.99963871
7,25,18,9,27,complex_scalar,0.99567143
7,25,18,9,27,diag_complex,0.99178669
7,26,19,9,28,identity,2.9967918
7,26,19,9,28,real_scalar,0.99980975
7,26,19,9,28,complex_scalar,0.99603199
7,26,19,9,28,diag_complex,0.99268471
7,27,20,9,29,identity,3.1523278
7,27,20,9,29,real_scalar,0.99979902
7,27,20,9,29,complex_scalar,0.99564285
7,27,20,9,29,diag_complex,0.99329421
7,28,21,9,30,identity,3.3216659
7,28,21,9,30,real_scalar,0.99964896
7,28,21,9,30,complex_scalar,0.99550889
7,28,21,9,30,diag_complex,0.99370696
7,29,22,9,31,identity,3.3705584
7,29,22,9,31,real_scalar,0.99951901
7,29,22,9,31,complex_scalar,0.99620445
7,29,22,9,31,diag_complex,0.99409396
7,30,23,9,32,identity,3.4854924
7,30,23,9,32,real_scalar,0.99955169
7,30,23,9,32,complex_scalar,0.99713795
7,30,23,9,32,diag_complex,0.99468459
7,31,24,9,33,identity,3.6626453
7,31,24,9,33,real_scalar,0.9997205
7,31,24,9,33,complex_scalar,0.99769338
7,31,24,9,33,diag_complex,0.99578352
7,32,25,9,34,identity,3.7545275
7,32,25,9,34,real_scalar,0.99986599
7,32,25,9,34,complex_scalar,0.99799472
7,32,25,9,34,diag_complex,0.99653174
7,33,26,9,35,identity,3.8304032
7,33,26,9,35,real_scalar,0.99994394
7,33,26,9,35,complex_scalar,0.99806323
7,33,26,9,35,diag_complex,0.99709124
7,34,27,9,36,identity,4.0148463
7,34,27,9,36,real_scalar,0.99997165
7,34,27,9,36,complex_scalar,0.99790643
7,34,27,9,36,diag_complex,0.99754075
7,35,28,9,37,identity,4.1047676
7,35,28,9,37,real_scalar,0.99996771
7,35,28,9,37,complex_scalar,0.99783489
7,35,28,9,37,diag_complex,0.99768082
7,36,29,9,38,identity,4.1465963
7,36,29,9,38,real_scalar,0.99993613
7,36,29,9,38,complex_scalar,0.99787498
7,36,29,9,38,diag_complex,0.99760625
7,37,30,9,39,identity,4.3147247
7,37,30,9,39,real_scalar,0.99990737
7,37,30,9,39,complex_scalar,0.99790981
7,37,30,9,39,diag_complex,0.99773243
7,38,31,9,40,identity,4.4430609
7,38,31,9,40,real_scalar,0.99989579
7,38,31,9,40,complex_scalar,0.99807999
7,38,31,9,40,diag_complex,0.99818753
7,39,32,9,41,identity,4.5248213
7,39,32,9,41,real_scalar,0.99991087
7,39,32,9,41,complex_scalar,0.99831916
7,39,32,9,41,diag_complex,0.99872074
7,40,33,9,42,identity,4.6902485
7,40,33,9,42,real_scalar,0.99993768
7,40,33,9,42,complex_scalar,0.99837992
7,40,33,9,42,diag_complex,0.99908579
7,41,34,9,43,identity,4.8480456
7,41,34,9,43,real_scalar,0.99994167
7,41,34,9,43,complex_scalar,0.99838267
7,41,34,9,43,diag_complex,0.99930644
7,42,35,9,44,identity,4.9056808
7,42,35,9,44,real_scalar,0.99993401
7,42,35,9,44,complex_scalar,0.99850397
7,42,35,9,44,diag_complex,0.99946818
7,43,36,9,45,identity,5.0515004
7,43,36,9,45,real_scalar,0.99993879
7,43,36,9,45,complex_scalar,0.99864649
7,43,36,9,45,diag_complex,0.99961931
7,44,37,9,46,identity,5.201854
7,44,37,9,46,real_scalar,0.99995443
7,44,37,9,46,complex_scalar,0.99872201
7,44,37,9,46,diag_complex,0.99995636
7,45,38,9,47,identity,5.237226
7,45,38,9,47,real_scalar,0.99995626
7,45,38,9,47,complex_scalar,0.99881091
7,45,38,9,47,diag_complex,1.0004709
7,46,39,9,48,identity,5.3599721
7,46,39,9,48,real_scalar,0.99995606
7,46,39,9,48,complex_scalar,0.99890061
7,46,39,9,48,diag_complex,1.0004581
7,47,40,9,49,identity,5.4994668
7,47,40,9,49,real_scalar,0.99996665
7,47,40,9,49,complex_scalar,0.99902413
7,47,40,9,49,diag_complex,1.0000609
7,48,41,9,50,identity,5.5250853
7,48,41,9,50,real_scalar,0.99999345
7,48,41,9,50,complex_scalar,0.99918121
7,48,41,9,50,diag_complex,0.99971261
7,49,42,9,51,identity,5.5699844
7,49,42,9,51,real_scalar,1.0000187
7,49,42,9,51,complex_scalar,0.99923062
7,49,42,9,51,diag_complex,0.99969443
7,50,43,9,52,identity,5.6202905
7,50,43,9,52,real_scalar,1.0000323
7,50,43,9,52,complex_scalar,0.99920483
7,50,43,9,52,diag_complex,0.99970256
8,9,1,10,11,identity,0.43763241
8,9,1,10,11,real_scalar,0.41764103
8,9,1,10,11,complex_scalar,0.25686053
8,9,1,10,11,diag_complex,0.22841627
8,10,2,10,12,identity,0.87407975
8,10,2,10,12,real_scalar,0.73803512
8,10,2,10,12,complex_scalar,0.48334836
8,10,2,10,12,diag_complex,0.43960956
8,11,3,10,13,identity,1.1955757
8,11,3,10,13,real_scalar,0.89236593
8,11,3,10,13,complex_scalar,0.64914245
8,11,3,10,13,diag_complex,0.60066985
8,12,4,10,14,identity,1.3948025
8,12,4,10,14,real_scalar,0.9649684
8,12,4,10,14,complex_scalar,0.7604721
8,12,4,10,14,diag_complex,0.708301
8,13,5,10,15,identity,1.6021084
8,13,5,10,15,real_scalar,0.99760193
8,13,5,10,15,complex_scalar,0.83835972
8,13,5,10,15,diag_complex,0.78317596
8,14,6,10,16,identity,1.8054543
8,14,6,10,16,real_scalar,1.0000014
8,14,6,10,16,complex_scalar,0.9011488
8,14,6,10,16,diag_complex,0.85112571
8,15,7,10,17,identity,1.8833298
8,15,7,10,17,real_scalar,0.99931083
8,15,7,10,17,complex_scalar,0.94500782
8,15,7,10,17,diag_complex,0.90669986
8,16,8,10,18,identity,1.8808101
8,16,8,10,18,real_scalar,0.99976958
8,16,8,10,18,complex_scalar,0.96760916
8,16,8,10,18,diag_complex,0.93958416
8,17,9,10,19,identity,1.9754457
8,17,9,10,19,real_scalar,0.99979846
8,17,9,10,19,complex_scalar,0.97497288
8,17,9,10,19,diag_complex,0.95263817
8,18,10,10,20,identity,2.0887651
8,18,10,10,20,real_scalar,0.99967362
8,18,10,10,20,complex_scalar,0.97792217
8,18,10,10,20,diag_complex,0.96107793
8,19,11,10,21,identity,2.1216336
8,19,11,10,21,real_scalar,0.99951344
8,19,11,10,21,complex_scalar,0.98037739
8,19,11,10,21,diag_complex,0.96920892
8,20,12,10,22,identity,2.221497
8,20,12,10,22,real_scalar,0.99868438
8,20,12,10,22,complex_scalar,0.98177517
8,20,12,10,22,diag_complex,0.97338354
8,21,13,10,23,identity,2.3891657
8,21,13,10,23,real_scalar,0.99786687
8,21,13,10,23,complex_scalar,0.98482961
8,21,13,10,23,diag_complex,0.97768891
8,22,14,10,24,identity,2.4659854
8,22,14,10,24,real_scalar,0.99802694
8,22,14,10,24,complex_scalar,0.98922931
8,22,14,10,24,diag_complex,0.98405595
8,23,15,10,25,identity,2.5024954
8,23,15,10,25,real_scalar,0.99858303
8,23,15,10,25,complex_scalar,0.99264633
8,23,15,10,25,diag_complex,0.98860585
8,24,16,10,26,identity,2.6518554
8,24,16,10,26,real_scalar,0.99908194
8,24,16,10,26,complex_scalar,0.99419375
8,24,16,10,26,diag_complex,0.98970571
8,25,17,10,27,identity,2.7772636
8,25,17,10,27,real_scalar,0.99946985
8,25,17,10,27,complex_scalar,0.99506736
8,25,17,10,27,diag_complex,0.9900253
8,26,18,10,28,identity,2.8022697
8,26,18,10,28,real_scalar,0.99974565
8,26,18,10,28,complex_scalar,0.9957409
8,26,18,10,28,diag_complex,0.99127067
8,27,19,10,29,identity,2.9414984
8,27,19,10,29,real_scalar,0.99982454
8,27,19,10,29,complex_scalar,0.99540339
8,27,19,10,29,diag_complex,0.99227586
8,28,20,10,30,identity,3.0952368
8,28,20,10,30,real_scalar,0.99972455
8,28,20,10,30,complex_scalar,0.99500659
8,28,20,10,30,diag_complex,0.99296438
8,29,21,10,31,identity,3.141208
8,29,21,10,31,real_scalar,0.99954278
8,29,21,10,31,complex_scalar,0.99545074
8,29,21,10,31,diag_complex,0.99338315
8,30,22,10,32,identity,3.2502733
8,30,22,10,32,real_scalar,0.99946766
8,30,22,10,32,complex_scalar,0.99640689
8,30,22,10,32,diag_complex,0.9938982
8,31,23,10,33,identity,3.4151555
8,31,23,10,33,real_scalar,0.99961429
8,31,23,10,33,complex_scalar,0.99718585
8,31,23,10,33,diag_complex,0.99505166
8,32,24,10,34,identity,3.4995589
8,32,24,10,34,real_scalar,0.99979362
8,32,24,10,34,complex_scalar,0.99768993
8,32,24,10,34,diag_complex,0.99597295
8,33,25,10,35,identity,3.5688081
8,33,25,10,35,real_scalar,0.99990834
8,33,25,10,35,complex_scalar,0.99790041
8,33,25,10,35,diag_complex,0.99662844
8,34,26,10,36,identity,3.7376387
8,34,26,10,36,real_scalar,0.9999611
8,34,26,10,36,complex_scalar,0.99780533
8,34,26,10,36,diag_complex,0.99693114
8,35,27,10,37,identity,3.8186363
8,35,27,10,37,real_scalar,0.99997978
8,35,27,10,37,complex_scalar,0.99771904
8,35,27,10,37,diag_complex,0.99683568
8,36,28,10,38,identity,3.8563899
8,36,28,10,38,real_scalar,0.99995537
8,36,28,10,38,complex_scalar,0.997678
8,36,28,10,38,diag_complex,0.99675308
8,37,29,10,39,identity,4.0121932
8,37,29,10,39,real_scalar,0.99991792
8,37,29,10,39,complex_scalar,0.99765426
8,37,29,10,39,diag_complex,0.99692195
8,38,30,10,40,identity,4.1314226
8,38,30,10,40,real_scalar,0.99989782
8,38,30,10,40,complex_scalar,0.99780071
8,38,30,10,40,diag_complex,0.99735265
8,39,31,10,41,identity,4.2073517
8,39,31,10,41,real_scalar,0.99990125
8,39,31,10,41,complex_scalar,0.99806803
8,39,31,10,41,diag_complex,0.99789695
8,40,32,10,42,identity,4.358969
8,40,32,10,42,real_scalar,0.99992772
8,40,32,10,42,complex_scalar,0.99818675
8,40,32,10,42,diag_complex,0.99842932
8,41,33,10,43,identity,4.5024295
8,41,33,10,43,real_scalar,0.99993856
8,41,33,10,43,complex_scalar,0.99820826
8,41,33,10,43,diag_complex,0.99893758
8,42,34,10,44,identity,4.5550793
8,42,34,10,44,real_scalar,0.99993218
8,42,34,10,44,complex_scalar,0.99831907
8,42,34,10,44,diag_complex,0.999358
8,43,35,10,45,identity,4.6911519
8,43,35,10,45,real_scalar,0.99993352
8,43,35,10,45,complex_scalar,0.99846426
8,43,35,10,45,diag_complex,0.99960257
8,44,36,10,46,identity,4.8302771
8,44,36,10,46,real_scalar,0.99995459
8,44,36,10,46,complex_scalar,0.99855555
8,44,36,10,46,diag_complex,0.99987747
8,45,37,10,47,identity,4.8622932
8,45,37,10,47,real_scalar,0.99995663
8,45,37,10,47,complex_scalar,0.99862877
8,45,37,10,47,diag_complex,1.0003232
8,46,38,10,48,identity,4.9749786
8,46,38,10,48,real_scalar,0.99994805
8,46,38,10,48,complex_scalar,0.99870643
8,46,38,10,48,diag_complex,1.0003379
8,47,39,10,49,identity,5.1035251
8,47,39,10,49,real_scalar,0.99995175
8,47,39,10,49,complex_scalar,0.99885641
8,47,39,10,49,diag_complex,1.0000281
8,48,40,10,50,identity,5.1276657
8,48,40,10,50,real_scalar,0.99997944
8,48,40,10,50,complex_scalar,0.99907595
8,48,40,10,50,diag_complex,0.99969197
8,49,41,10,51,identity,5.168694
8,49,41,10,51,real_scalar,1.0000128
8,49,41,10,51,complex_scalar,0.99916829
8,49,41,10,51,diag_complex,0.99954121
8,50,42,10,52,identity,5.2147806
8,50,42,10,52,real_scalar,1.0000346
8,50,42,10,52,complex_scalar,0.99915866
8,50,42,10,52,diag_complex,0.99938894
9,10,1,11,12,identity,0.48653129
9,10,1,11,12,real_scalar,0.44272067
9,10,1,11,12,complex_scalar,0.27255442
9,10,1,11,12,diag_complex,0.2486985
9,11,2,11,13,identity,0.8875649
9,11,2,11,13,real_scalar,0.72541623
9,11,2,11,13,complex_scalar,0.49806676
9,11,2,11,13,diag_complex,0.46083288
9,12,3,11,14,identity,1.1667449
9,12,3,11,14,real_scalar,0.8859143
9,12,3,11,14,complex_scalar,0.65935849
9,12,3,11,14,diag_complex,0.6128489
9,13,4,11,15,identity,1.4311929
9,13,4,11,15,real_scalar,0.97320107
9,13,4,11,15,complex_scalar,0.76796235
9,13,4,11,15,diag_complex,0.71636484
9,14,5,11,16,identity,1.6769407
9,14,5,11,16,real_scalar,0.99770016
9,14,5,11,16,complex_scalar,0.84980947
9,14,5,11,16,diag_complex,0.80136344
9,15,6,11,17,identity,1.7968062
9,15,6,11,17,real_scalar,1.000171
9,15,6,11,17,complex_scalar,0.91061817
9,15,6,11,17,diag_complex,0.87116533
9,16,7,11,18,identity,1.830205
9,16,7,11,18,real_scalar,0.99963282
9,16,7,11,18,complex_scalar,0.94878855
9,16,7,11,18,diag_complex,0.91747962
9,17,8,11,19,identity,1.9296676
9,17,8,11,19,real_scalar,0.99945008
9,17,8,11,19,complex_scalar,0.96740954
9,17,8,11,19,diag_complex,0.94136374
9,18,9,11,20,identity,2.0303444
9,18,9,11,20,real_scalar,0.99972136
9,18,9,11,20,complex_scalar,0.97524055
9,18,9,11,20,diag_complex,0.95519896
9,19,10,11,21,identity,2.054607
9,19,10,11,21,real_scalar,0.99980344
9,19,10,11,21,complex_scalar,0.97914922
9,19,10,11,21,diag_complex,0.96550359
9,20,11,11,22,identity,2.1456535
9,20,11,11,22,real_scalar,0.99943105
9,20,11,11,22,complex_scalar,0.98043497
9,20,11,11,22,diag_complex,0.97045739
9,21,12,11,23,identity,2.3069162
9,21,12,11,23,real_scalar,0.99884187
9,21,12,11,23,complex_scalar,0.98271952
9,21,12,11,23,diag_complex,0.97493202
9,22,13,11,24,identity,2.3857076
9,22,13,11,24,real_scalar,0.99864987
9,22,13,11,24,complex_scalar,0.98668068
9,22,13,11,24,diag_complex,0.98155883
9,23,14,11,25,identity,2.4288373
9,23,14,11,25,real_scalar,0.99864891
9,23,14,11,25,complex_scalar,0.99043219
9,23,14,11,25,diag_complex,0.98640055
9,24,15,11,26,identity,2.5752824
9,24,15,11,26,real_scalar,0.99898163
9,24,15,11,26,complex_scalar,0.9929127
9,24,15,11,26,diag_complex,0.9880485
9,25,16,11,27,identity,2.694235
9,25,16,11,27,real_scalar,0.99944198
9,25,16,11,27,complex_scalar,0.99445442
9,25,16,11,27,diag_complex,0.98880769
9,26,17,11,28,identity,2.7164802
9,26,17,11,28,real_scalar,0.99975684
9,26,17,11,28,complex_scalar,0.99555662
9,26,17,11,28,diag_complex,0.9904385
9,27,18,11,29,identity,2.8464973
9,27,18,11,29,real_scalar,0.99989402
9,27,18,11,29,complex_scalar,0.99549596
9,27,18,11,29,diag_complex,0.99179955
9,28,19,11,30,identity,2.9899449
9,28,19,11,30,real_scalar,0.9998948
9,28,19,11,30,complex_scalar,0.99501696
9,28,19,11,30,diag_complex,0.99267854
9,29,20,11,31,identity,3.0331292
9,29,20,11,31,real_scalar,0.9997789
9,29,20,11,31,complex_scalar,0.99511624
9,29,20,11,31,diag_complex,0.99308414
9,30,21,11,32,identity,3.1420217
9,30,21,11,32,real_scalar,0.99963639
9,30,21,11,32,complex_scalar,0.99584862
9,30,21,11,32,diag_complex,0.99350259
9,31,22,11,33,identity,3.3041555
9,31,22,11,33,real_scalar,0.99967724
9,31,22,11,33,complex_scalar,0.99671031
9,31,22,11,33,diag_complex,0.99460752
9,32,23,11,34,identity,3.3861267
9,32,23,11,34,real_scalar,0.9998048
9,32,23,11,34,complex_scalar,0.99738632
9,32,23,11,34,diag_complex,0.99566368
9,33,24,11,35,identity,3.4529102
9,33,24,11,35,real_scalar,0.99990762
9,33,24,11,35,complex_scalar,0.99776961
9,33,24,11,35,diag_complex,0.99645182
9,34,25,11,36,identity,3.6147418
9,34,25,11,36,real_scalar,0.99996543
9,34,25,11,36,complex_scalar,0.99781207
9,34,25,11,36,diag_complex,0.99661154
9,35,26,11,37,identity,3.6910235
9,35,26,11,37,real_scalar,0.99999603
9,35,26,11,37,complex_scalar,0.99780345
9,35,26,11,37,diag_complex,0.99626707
9,36,27,11,38,identity,3.7257935
9,36,27,11,38,real_scalar,0.99999752
9,36,27,11,38,complex_scalar,0.9977227
9,36,27,11,38,diag_complex,0.99610368
9,37,28,11,39,identity,3.8756966
9,37,28,11,39,real_scalar,0.99998035
9,37,28,11,39,complex_scalar,0.99761068
9,37,28,11,39,diag_complex,0.99636348
9,38,29,11,40,identity,3.9909151
9,38,29,11,40,real_scalar,0.99996574
9,38,29,11,40,complex_scalar,0.99769463
9,38,29,11,40,diag_complex,0.996812
9,39,30,11,41,identity,4.0649356
9,39,30,11,41,real_scalar,0.99995767
9,39,30,11,41,complex_scalar,0.9979431
9,39,30,11,41,diag_complex,0.99726117
9,40,31,11,42,identity,4.2106041
9,40,31,11,42,real_scalar,0.99996876
9,40,31,11,42,complex_scalar,0.99809712
9,40,31,11,42,diag_complex,0.99773636
9,41,32,11,43,identity,4.3470077
9,41,32,11,43,real_scalar,0.99997836
9,41,32,11,43,complex_scalar,0.9981426
9,41,32,11,43,diag_complex,0.99840793
9,42,33,11,44,identity,4.3972467
9,42,33,11,44,real_scalar,0.99997649
9,42,33,11,44,complex_scalar,0.99824079
9,42,33,11,44,diag_complex,0.9991123
9,43,34,11,45,identity,4.5296498
9,43,34,11,45,real_scalar,0.99997407
9,43,34,11,45,complex_scalar,0.99836845
9,43,34,11,45,diag_complex,0.99958357
9,44,35,11,46,identity,4.6639689
9,44,35,11,46,real_scalar,0.99998781
9,44,35,11,46,complex_scalar,0.9984646
9,44,35,11,46,diag_complex,0.99987013
9,45,36,11,47,identity,4.694498
9,45,36,11,47,real_scalar,0.99999078
9,45,36,11,47,complex_scalar,0.99851884
9,45,36,11,47,diag_complex,1.0002514
9,46,37,11,48,identity,4.8031427
9,46,37,11,48,real_scalar,0.99998171
9,46,37,11,48,complex_scalar,0.99856682
9,46,37,11,48,diag_complex,1.0002973
9,47,38,11,49,identity,4.9275177
9,47,38,11,49,real_scalar,0.99997682
9,47,38,11,49,complex_scalar,0.99871481
9,47,38,11,49,diag_complex,1.0001214
9,48,39,11,50,identity,4.9520188
9,48,39,11,50,real_scalar,0.9999866
9,48,39,11,50,complex_scalar,0.99898702
9,48,39,11,50,diag_complex,0.99987841
9,49,40,11,51,identity,4.9912866
9,49,40,11,51,real_scalar,1.0000055
9,49,40,11,51,complex_scalar,0.9991428
9,49,40,11,51,diag_complex,0.9996655
9,50,41,11,52,identity,5.0349211
9,50,41,11,52,real_scalar,1.0000184
9,50,41,11,52,complex_scalar,0.99914453
9,50,41,11,52,diag_complex,0.99944949
10,11,1,12,13,identity,0.43708264
10,11,1,12,13,real_scalar,0.4007037
10,11,1,12,13,complex_scalar,0.27302137
10,11,1,12,13,diag_complex,0.25286604
10,12,2,12,14,identity,0.8060633
10,12,2,12,14,real_scalar,0.70105548
10,12,2,12,14,complex_scalar,0.49868101
10,12,2,12,14,diag_complex,0.46078835
10,13,3,12,15,identity,1.1476294
10,13,3,12,15,real_scalar,0.89607863
10,13,3,12,15,complex_scalar,0.66148728
10,13,3,12,15,diag_complex,0.61406339
10,14,4,12,16,identity,1.4361298
10,14,4,12,16,real_scalar,0.97335588
10,14,4,12,16,complex_scalar,0.77742149
10,14,4,12,16,diag_complex,0.73038699
10,15,5,12,17,identity,1.5974983
10,15,5,12,17,real_scalar,0.99474815
10,15,5,12,17,complex_scalar,0.86077628
10,15,5,12,17,diag_complex,0.8197261
10,16,6,12,18,identity,1.6790314
10,16,6,12,18,real_scalar,0.99996302
10,16,6,12,18,complex_scalar,0.91548726
10,16,6,12,18,diag_complex,0.8803161
10,17,7,12,19,identity,1.8002786
10,17,7,12,19,real_scalar,0.99940997
10,17,7,12,19,complex_scalar,0.94932164
10,17,7,12,19,diag_complex,0.91824605
10,18,8,12,20,identity,1.8940513
10,18,8,12,20,real_scalar,0.99957033
10,18,8,12,20,complex_scalar,0.96735576
10,18,8,12,20,diag_complex,0.94245236
10,19,9,12,21,identity,1.9103467
10,19,9,12,21,real_scalar,0.9998396
10,19,9,12,21,complex_scalar,0.97598231
10,19,9,12,21,diag_complex,0.95850597
10,20,10,12,22,identity,1.985387
10,20,10,12,22,real_scalar,0.9997288
10,20,10,12,22,complex_scalar,0.97868989
10,20,10,12,22,diag_complex,0.96604398
10,21,11,12,23,identity,2.1260853
10,21,11,12,23,real_scalar,0.99944979
10,21,11,12,23,complex_scalar,0.98095539
10,21,11,12,23,diag_complex,0.97146919
10,22,12,12,24,identity,2.1969948
10,22,12,12,24,real_scalar,0.99930205
10,22,12,12,24,complex_scalar,0.98463178
10,22,12,12,24,diag_complex,0.97868534
10,23,13,12,25,identity,2.2414973
10,23,13,12,25,real_scalar,0.99902187
10,23,13,12,25,complex_scalar,0.98803888
10,23,13,12,25,diag_complex,0.98383698
10,24,14,12,26,identity,2.3790093
10,24,14,12,26,real_scalar,0.99897085
10,24,14,12,26,complex_scalar,0.99100411
10,24,14,12,26,diag_complex,0.98604374
10,25,15,12,27,identity,2.4868961
10,25,15,12,27,real_scalar,0.99937083
10,25,15,12,27,complex_scalar,0.99337189
10,25,15,12,27,diag_complex,0.9873352
10,26,16,12,28,identity,2.5062048
10,26,16,12,28,real_scalar,0.99971231
10,26,16,12,28,complex_scalar,0.99514375
10,26,16,12,28,diag_complex,0.98925965
10,27,17,12,29,identity,2.6202364
10,27,17,12,29,real_scalar,0.9998868
10,27,17,12,29,complex_scalar,0.99558783
10,27,17,12,29,diag_complex,0.99083769
10,28,18,12,30,identity,2.7456609
10,28,18,12,30,real_scalar,0.99994434
10,28,18,12,30,complex_scalar,0.99529385
10,28,18,12,30,diag_complex,0.99193805
10,29,19,12,31,identity,2.782888
10,29,19,12,31,real_scalar,0.9999167
10,29,19,12,31,complex_scalar,0.99522288
10,29,19,12,31,diag_complex,0.99254548
10,30,20,12,32,identity,2.8833035
10,30,20,12,32,real_scalar,0.9998174
10,30,20,12,32,complex_scalar,0.99561653
10,30,20,12,32,diag_complex,0.99298778
10,31,21,12,33,identity,3.032264
10,31,21,12,33,real_scalar,0.99979023
10,31,21,12,33,complex_scalar,0.99638041
10,31,21,12,33,diag_complex,0.99397426
10,32,22,12,34,identity,3.106745
10,32,22,12,34,real_scalar,0.99984846
10,32,22,12,34,complex_scalar,0.99711268
10,32,22,12,34,diag_complex,0.99507421
10,33,23,12,35,identity,3.1667378
10,33,23,12,35,real_scalar,0.99991448
10,33,23,12,35,complex_scalar,0.99761529
10,33,23,12,35,diag_complex,0.995987
10,34,24,12,36,identity,3.3121836
10,34,24,12,36,real_scalar,0.99996282
10,34,24,12,36,complex_scalar,0.99779087
10,34,24,12,36,diag_complex,0.99616802
10,35,25,12,37,identity,3.3810064
10,35,25,12,37,real_scalar,0.99999016
10,35,25,12,37,complex_scalar,0.99791907
10,35,25,12,37,diag_complex,0.99578564
10,36,26,12,38,identity,3.4111399
10,36,26,12,38,real_scalar,0.99999874
10,36,26,12,38,complex_scalar,0.99792675
10,36,26,12,38,diag_complex,0.99553344
10,37,27,12,39,identity,3.544671
10,37,27,12,39,real_scalar,0.9999989
10,37,27,12,39,complex_scalar,0.99778794
10,37,27,12,39,diag_complex,0.99590022
10,38,28,12,40,identity,3.6482606
10,38,28,12,40,real_scalar,0.99999935
10,38,28,12,40,complex_scalar,0.99780197
10,38,28,12,40,diag_complex,0.99646601
10,39,29,12,41,identity,3.7159545
10,39,29,12,41,real_scalar,0.99999387
10,39,29,12,41,complex_scalar,0.9979951
10,39,29,12,41,diag_complex,0.99688847
10,40,30,12,42,identity,3.8474574
10,40,30,12,42,real_scalar,0.99999251
10,40,30,12,42,complex_scalar,0.99816428
10,40,30,12,42,diag_complex,0.99732603
10,41,31,12,43,identity,3.9693056
10,41,31,12,43,real_scalar,0.99999716
10,41,31,12,43,complex_scalar,0.99824125
10,41,31,12,43,diag_complex,0.99813015
10,42,32,12,44,identity,4.0132403
10,42,32,12,44,real_scalar,0.99999948
