freq_a,freq_b,gap,omega_a,omega_b,method,mean_rel_err
14,50,36,16,52,diag_complex,1.0005917
15,16,1,17,18,identity,0.47385258
15,16,1,17,18,real_scalar,0.45968701
15,16,1,17,18,complex_scalar,0.2945051
15,16,1,17,18,diag_complex,0.27575684
15,17,2,17,19,identity,0.90355434
15,17,2,17,19,real_scalar,0.78088682
15,17,2,17,19,complex_scalar,0.52457822
15,17,2,17,19,diag_complex,0.49680196
15,18,3,17,20,identity,1.2077539
15,18,3,17,20,real_scalar,0.9219957
15,18,3,17,20,complex_scalar,0.68475262
15,18,3,17,20,diag_complex,0.65805511
15,19,4,17,21,identity,1.3977205
15,19,4,17,21,real_scalar,0.98064235
15,19,4,17,21,complex_scalar,0.79406677
15,19,4,17,21,diag_complex,0.77022067
15,20,5,17,22,identity,1.5718738
15,20,5,17,22,real_scalar,0.9992637
15,20,5,17,22,complex_scalar,0.86418751
15,20,5,17,22,diag_complex,0.83960841
15,21,6,17,23,identity,1.721575
15,21,6,17,23,real_scalar,0.99975117
15,21,6,17,23,complex_scalar,0.91364969
15,21,6,17,23,diag_complex,0.88957029
15,22,7,17,24,identity,1.7837272
15,22,7,17,24,real_scalar,0.99890683
15,22,7,17,24,complex_scalar,0.94826855
15,22,7,17,24,diag_complex,0.92834935
15,23,8,17,25,identity,1.8122469
15,23,8,17,25,real_scalar,0.99885982
15,23,8,17,25,complex_scalar,0.96821881
15,23,8,17,25,diag_complex,0.95253448
15,24,9,17,26,identity,1.9025106
15,24,9,17,26,real_scalar,0.99921502
15,24,9,17,26,complex_scalar,0.97677277
15,24,9,17,26,diag_complex,0.96442112
15,25,10,17,27,identity,1.9755175
15,25,10,17,27,real_scalar,0.99959715
15,25,10,17,27,complex_scalar,0.98130222
15,25,10,17,27,diag_complex,0.97147321
15,26,11,17,28,identity,1.9928601
15,26,11,17,28,real_scalar,0.99970155
15,26,11,17,28,complex_scalar,0.98432032
15,26,11,17,28,diag_complex,0.97597166
15,27,12,17,29,identity,2.0849137
15,27,12,17,29,real_scalar,0.99956747
15,27,12,17,29,complex_scalar,0.98621891
15,27,12,17,29,diag_complex,0.97746963
15,28,13,17,30,identity,2.1784101
15,28,13,17,30,real_scalar,0.99957566
15,28,13,17,30,complex_scalar,0.98848337
15,28,13,17,30,diag_complex,0.97888047
15,29,14,17,31,identity,2.2034653
15,29,14,17,31,real_scalar,0.99963539
15,29,14,17,31,complex_scalar,0.99066136
15,29,14,17,31,diag_complex,0.98100227
15,30,15,17,32,identity,2.2717898
15,30,15,17,32,real_scalar,0.99966071
15,30,15,17,32,complex_scalar,0.99228733
15,30,15,17,32,diag_complex,0.98370296
15,31,16,17,33,identity,2.3751092
15,31,16,17,33,real_scalar,0.99977049
15,31,16,17,33,complex_scalar,0.9933482
15,31,16,17,33,diag_complex,0.98692366
15,32,17,17,34,identity,2.427686
15,32,17,17,34,real_scalar,0.99985682
15,32,17,17,34,complex_scalar,0.9943626
15,32,17,17,34,diag_complex,0.98980351
15,33,18,17,35,identity,2.4708927
15,33,18,17,35,real_scalar,0.99988684
15,33,18,17,35,complex_scalar,0.99528124
15,33,18,17,35,diag_complex,0.99220324
15,34,19,17,36,identity,2.5755042
15,34,19,17,36,real_scalar,0.99990783
15,34,19,17,36,complex_scalar,0.99574102
15,34,19,17,36,diag_complex,0.99379629
15,35,20,17,37,identity,2.6270878
15,35,20,17,37,real_scalar,0.99993946
15,35,20,17,37,complex_scalar,0.99614882
15,35,20,17,37,diag_complex,0.99461957
15,36,21,17,38,identity,2.6520437
15,36,21,17,38,real_scalar,0.99994939
15,36,21,17,38,complex_scalar,0.99660352
15,36,21,17,38,diag_complex,0.99415335
15,37,22,17,39,identity,2.7475967
15,37,22,17,39,real_scalar,0.99996492
15,37,22,17,39,complex_scalar,0.99690022
15,37,22,17,39,diag_complex,0.99363894
15,38,23,17,40,identity,2.8199403
15,38,23,17,40,real_scalar,0.99998313
15,38,23,17,40,complex_scalar,0.99715566
15,38,23,17,40,diag_complex,0.99427892
15,39,24,17,41,identity,2.8665985
15,39,24,17,41,real_scalar,0.99999016
15,39,24,17,41,complex_scalar,0.99740205
15,39,24,17,41,diag_complex,0.99539616
15,40,25,17,42,identity,2.9601945
15,40,25,17,42,real_scalar,0.99999404
15,40,25,17,42,complex_scalar,0.99753055
15,40,25,17,42,diag_complex,0.99634869
15,41,26,17,43,identity,3.0482306
15,41,26,17,43,real_scalar,0.99999885
15,41,26,17,43,complex_scalar,0.99762707
15,41,26,17,43,diag_complex,0.9972419
15,42,27,17,44,identity,3.0794174
15,42,27,17,44,real_scalar,1.0000023
15,42,27,17,44,complex_scalar,0.99778991
15,42,27,17,44,diag_complex,0.99826803
15,43,28,17,45,identity,3.1652905
15,43,28,17,45,real_scalar,1.000008
15,43,28,17,45,complex_scalar,0.99797467
15,43,28,17,45,diag_complex,0.9992319
15,44,29,17,46,identity,3.2541255
15,44,29,17,46,real_scalar,1.0000193
15,44,29,17,46,complex_scalar,0.99822022
15,44,29,17,46,diag_complex,1.0000213
15,45,30,17,47,identity,3.272863
15,45,30,17,47,real_scalar,1.0000229
15,45,30,17,47,complex_scalar,0.99847865
15,45,30,17,47,diag_complex,1.0005571
15,46,31,17,48,identity,3.3400423
15,46,31,17,48,real_scalar,1.000017
15,46,31,17,48,complex_scalar,0.99853195
15,46,31,17,48,diag_complex,1.0005273
15,47,32,17,49,identity,3.4184494
15,47,32,17,49,real_scalar,1.0000154
15,47,32,17,49,complex_scalar,0.99843358
15,47,32,17,49,diag_complex,1.0002537
15,48,33,17,50,identity,3.4359689
15,48,33,17,50,real_scalar,1.0000319
15,48,33,17,50,complex_scalar,0.99842432
15,48,33,17,50,diag_complex,1.000096
15,49,34,17,51,identity,3.4677052
15,49,34,17,51,real_scalar,1.0000579
15,49,34,17,51,complex_scalar,0.99855685
15,49,34,17,51,diag_complex,1.0002074
15,50,35,17,52,identity,3.5009179
15,50,35,17,52,real_scalar,1.0000832
15,50,35,17,52,complex_scalar,0.99879162
15,50,35,17,52,diag_complex,1.000547
16,17,1,18,19,identity,0.51868879
16,17,1,18,19,real_scalar,0.47919899
16,17,1,18,19,complex_scalar,0.2948091
16,17,1,18,19,diag_complex,0.27813373
16,18,2,18,20,identity,0.92846785
16,18,2,18,20,real_scalar,0.76653231
16,18,2,18,20,complex_scalar,0.52746888
16,18,2,18,20,diag_complex,0.5061128
16,19,3,18,21,identity,1.2100288
16,19,3,18,21,real_scalar,0.91530136
16,19,3,18,21,complex_scalar,0.69232799
16,19,3,18,21,diag_complex,0.67053782
16,20,4,18,22,identity,1.448601
16,20,4,18,22,real_scalar,0.98088838
16,20,4,18,22,complex_scalar,0.79563729
16,20,4,18,22,diag_complex,0.77067453
16,21,5,18,23,identity,1.6445865
16,21,5,18,23,real_scalar,0.9978626
16,21,5,18,23,complex_scalar,0.86471713
16,21,5,18,23,diag_complex,0.8377279
16,22,6,18,24,identity,1.7465555
16,22,6,18,24,real_scalar,1.0000396
16,22,6,18,24,complex_scalar,0.91553231
16,22,6,18,24,diag_complex,0.89009083
16,23,7,18,25,identity,1.8057608
16,23,7,18,25,real_scalar,0.99921981
16,23,7,18,25,complex_scalar,0.94977242
16,23,7,18,25,diag_complex,0.92704659
16,24,8,18,26,identity,1.904175
16,24,8,18,26,real_scalar,0.99918028
16,24,8,18,26,complex_scalar,0.96816421
16,24,8,18,26,diag_complex,0.94984404
16,25,9,18,27,identity,1.9732983
16,25,9,18,27,real_scalar,0.99970876
16,25,9,18,27,complex_scalar,0.97723768
16,25,9,18,27,diag_complex,0.96388382
16,26,10,18,28,identity,1.985639
16,26,10,18,28,real_scalar,0.99989229
16,26,10,18,28,complex_scalar,0.98216584
16,26,10,18,28,diag_complex,0.97246404
16,27,11,18,29,identity,2.0729298
16,27,11,18,29,real_scalar,0.99988158
16,27,11,18,29,complex_scalar,0.98440529
16,27,11,18,29,diag_complex,0.97565754
16,28,12,18,30,identity,2.1650501
16,28,12,18,30,real_scalar,0.99988812
16,28,12,18,30,complex_scalar,0.98639659
16,28,12,18,30,diag_complex,0.97703519
16,29,13,18,31,identity,2.1918604
16,29,13,18,31,real_scalar,0.99987706
16,29,13,18,31,complex_scalar,0.98847328
16,29,13,18,31,diag_complex,0.97846914
16,30,14,18,32,identity,2.2641876
16,30,14,18,32,real_scalar,0.99979392
16,30,14,18,32,complex_scalar,0.99032894
16,30,14,18,32,diag_complex,0.98076582
16,31,15,18,33,identity,2.3680867
16,31,15,18,33,real_scalar,0.99983954
16,31,15,18,33,complex_scalar,0.99191205
16,31,15,18,33,diag_complex,0.98444778
16,32,16,18,34,identity,2.4205549
16,32,16,18,34,real_scalar,0.99990415
16,32,16,18,34,complex_scalar,0.99320623
16,32,16,18,34,diag_complex,0.98783979
16,33,17,18,35,identity,2.4649041
16,33,17,18,35,real_scalar,0.99993535
16,33,17,18,35,complex_scalar,0.99440371
16,33,17,18,35,diag_complex,0.99055887
16,34,18,18,36,identity,2.5689808
16,34,18,18,36,real_scalar,0.99996827
16,34,18,18,36,complex_scalar,0.99509388
16,34,18,18,36,diag_complex,0.9924103
16,35,19,18,37,identity,2.6196532
16,35,19,18,37,real_scalar,0.99999617
16,35,19,18,37,complex_scalar,0.99558013
16,35,19,18,37,diag_complex,0.99361663
16,36,20,18,38,identity,2.6447875
16,36,20,18,38,real_scalar,1.0000054
16,36,20,18,38,complex_scalar,0.99600805
16,36,20,18,38,diag_complex,0.99349927
16,37,21,18,39,identity,2.7414418
16,37,21,18,39,real_scalar,1.0000108
16,37,21,18,39,complex_scalar,0.99627972
16,37,21,18,39,diag_complex,0.99302807
16,38,22,18,40,identity,2.8147864
16,38,22,18,40,real_scalar,1.0000137
16,38,22,18,40,complex_scalar,0.99657338
16,38,22,18,40,diag_complex,0.99370306
16,39,23,18,41,identity,2.8620545
16,39,23,18,41,real_scalar,1.0000096
16,39,23,18,41,complex_scalar,0.9969317
16,39,23,18,41,diag_complex,0.99505041
16,40,24,18,42,identity,2.9554807
16,40,24,18,42,real_scalar,1.0000087
16,40,24,18,42,complex_scalar,0.9971827
16,40,24,18,42,diag_complex,0.99634469
16,41,25,18,43,identity,3.0438743
16,41,25,18,43,real_scalar,1.0000103
16,41,25,18,43,complex_scalar,0.9973459
16,41,25,18,43,diag_complex,0.99737282
16,42,26,18,44,identity,3.0753548
16,42,26,18,44,real_scalar,1.0000114
16,42,26,18,44,complex_scalar,0.9975447
16,42,26,18,44,diag_complex,0.99823387
16,43,27,18,45,identity,3.1608012
16,43,27,18,45,real_scalar,1.0000144
16,43,27,18,45,complex_scalar,0.99772262
16,43,27,18,45,diag_complex,0.99903553
16,44,28,18,46,identity,3.2499255
16,44,28,18,46,real_scalar,1.0000203
16,44,28,18,46,complex_scalar,0.9979439
16,44,28,18,46,diag_complex,0.99968802
16,45,29,18,47,identity,3.2700681
16,45,29,18,47,real_scalar,1.0000199
16,45,29,18,47,complex_scalar,0.99821782
16,45,29,18,47,diag_complex,1.0000646
16,46,30,18,48,identity,3.3377548
16,46,30,18,48,real_scalar,1.0000065
16,46,30,18,48,complex_scalar,0.99834285
16,46,30,18,48,diag_complex,1.000046
16,47,31,18,49,identity,3.4148785
16,47,31,18,49,real_scalar,0.9999898
16,47,31,18,49,complex_scalar,0.9982839
16,47,31,18,49,diag_complex,0.99987219
16,48,32,18,50,identity,3.4308558
16,48,32,18,50,real_scalar,0.99999563
16,48,32,18,50,complex_scalar,0.9982502
16,48,32,18,50,diag_complex,0.99975009
16,49,33,18,51,identity,3.4618591
16,49,33,18,51,real_scalar,1.0000216
16,49,33,18,51,complex_scalar,0.99831578
16,49,33,18,51,diag_complex,0.99987839
16,50,34,18,52,identity,3.495798
16,50,34,18,52,real_scalar,1.0000535
16,50,34,18,52,complex_scalar,0.99848578
16,50,34,18,52,diag_complex,1.0003878
17,18,1,19,20,identity,0.47206247
17,18,1,19,20,real_scalar,0.43566459
17,18,1,19,20,complex_scalar,0.29390966
17,18,1,19,20,diag_complex,0.28212303
17,19,2,19,21,identity,0.8632996
17,19,2,19,21,real_scalar,0.74366472
17,19,2,19,21,complex_scalar,0.53480324
17,19,2,19,21,diag_complex,0.51527046
17,20,3,19,22,identity,1.1886723
17,20,3,19,22,real_scalar,0.91325898
17,20,3,19,22,complex_scalar,0.69634033
17,20,3,19,22,diag_complex,0.67025697
17,21,4,19,23,identity,1.4337402
17,21,4,19,23,real_scalar,0.97535527
17,21,4,19,23,complex_scalar,0.79953384
17,21,4,19,23,diag_complex,0.77044517
17,22,5,19,24,identity,1.5759997
17,22,5,19,24,real_scalar,0.9949186
17,22,5,19,24,complex_scalar,0.87138697
17,22,5,19,24,diag_complex,0.84252613
17,23,6,19,25,identity,1.675324
17,23,6,19,25,real_scalar,0.99993573
17,23,6,19,25,complex_scalar,0.91996696
17,23,6,19,25,diag_complex,0.89155207
17,24,7,19,26,identity,1.7938635
17,24,7,19,26,real_scalar,0.99966898
17,24,7,19,26,complex_scalar,0.95161662
17,24,7,19,26,diag_complex,0.92658843
17,25,8,19,27,identity,1.8639254
17,25,8,19,27,real_scalar,0.99981674
17,25,8,19,27,complex_scalar,0.96983081
17,25,8,19,27,diag_complex,0.95098082
17,26,9,19,28,identity,1.8739392
17,26,9,19,28,real_scalar,0.99998191
17,26,9,19,28,complex_scalar,0.97924001
17,26,9,19,28,diag_complex,0.96570477
17,27,10,19,29,identity,1.9495345
17,27,10,19,29,real_scalar,1.000003
17,27,10,19,29,complex_scalar,0.98299465
17,27,10,19,29,diag_complex,0.97196826
17,28,11,19,30,identity,2.0310759
17,28,11,19,30,real_scalar,0.99999912
17,28,11,19,30,complex_scalar,0.9852844
17,28,11,19,30,diag_complex,0.97478785
17,29,12,19,31,identity,2.054587
17,29,12,19,31,real_scalar,0.99999959
17,29,12,19,31,complex_scalar,0.98736772
17,29,12,19,31,diag_complex,0.97667437
17,30,13,19,32,identity,2.1227063
17,30,13,19,32,real_scalar,0.99997137
17,30,13,19,32,complex_scalar,0.98887627
17,30,13,19,32,diag_complex,0.97817491
17,31,14,19,33,identity,2.2205446
17,31,14,19,33,real_scalar,0.99995364
17,31,14,19,33,complex_scalar,0.99066233
17,31,14,19,33,diag_complex,0.98152824
17,32,15,19,34,identity,2.2698011
17,32,15,19,34,real_scalar,0.99996278
17,32,15,19,34,complex_scalar,0.99226087
17,32,15,19,34,diag_complex,0.98515074
17,33,16,19,35,identity,2.3118958
17,33,16,19,35,real_scalar,0.9999661
17,33,16,19,35,complex_scalar,0.99374637
17,33,16,19,35,diag_complex,0.98831722
17,34,17,19,36,identity,2.4072469
17,34,17,19,36,real_scalar,0.99999029
17,34,17,19,36,complex_scalar,0.99474857
17,34,17,19,36,diag_complex,0.9907573
17,35,18,19,37,identity,2.4519485
17,35,18,19,37,real_scalar,1.0000033
17,35,18,19,37,complex_scalar,0.9954558
17,35,18,19,37,diag_complex,0.99256078
17,36,19,19,38,identity,2.4728096
17,36,19,19,38,real_scalar,1.0000027
17,36,19,19,38,complex_scalar,0.99590814
17,36,19,19,38,diag_complex,0.99307116
17,37,20,19,39,identity,2.560874
17,37,20,19,39,real_scalar,1.000006
17,37,20,19,39,complex_scalar,0.99605542
17,37,20,19,39,diag_complex,0.99282489
17,38,21,19,40,identity,2.6289964
17,38,21,19,40,real_scalar,1.0000088
17,38,21,19,40,complex_scalar,0.99627069
17,38,21,19,40,diag_complex,0.99340082
17,39,22,19,41,identity,2.6737175
17,39,22,19,41,real_scalar,1.0000092
17,39,22,19,41,complex_scalar,0.9966567
17,39,22,19,41,diag_complex,0.99477859
17,40,23,19,42,identity,2.759963
17,40,23,19,42,real_scalar,1.0000058
17,40,23,19,42,complex_scalar,0.99700995
17,40,23,19,42,diag_complex,0.99633618
17,41,24,19,43,identity,2.841106
17,41,24,19,43,real_scalar,1.0000005
17,41,24,19,43,complex_scalar,0.99724836
17,41,24,19,43,diag_complex,0.99748896
17,42,25,19,44,identity,2.8702505
17,42,25,19,44,real_scalar,0.99999909
17,42,25,19,44,complex_scalar,0.99749781
17,42,25,19,44,diag_complex,0.99826947
17,43,26,19,45,identity,2.9482655
17,43,26,19,45,real_scalar,0.99999936
17,43,26,19,45,complex_scalar,0.99770448
17,43,26,19,45,diag_complex,0.99895351
17,44,27,19,46,identity,3.029475
17,44,27,19,46,real_scalar,0.99999585
17,44,27,19,46,complex_scalar,0.99790781
17,44,27,19,46,diag_complex,0.99954068
17,45,28,19,47,identity,3.0482206
17,45,28,19,47,real_scalar,0.99999184
17,45,28,19,47,complex_scalar,0.99815331
17,45,28,19,47,diag_complex,0.99986426
17,46,29,19,48,identity,3.1110697
17,46,29,19,48,real_scalar,0.99997484
17,46,29,19,48,complex_scalar,0.99830949
17,46,29,19,48,diag_complex,0.99993798
17,47,30,19,49,identity,3.1815723
17,47,30,19,49,real_scalar,0.99994335
17,47,30,19,49,complex_scalar,0.99830121
17,47,30,19,49,diag_complex,0.99990949
17,48,31,19,50,identity,3.1953173
17,48,31,19,50,real_scalar,0.99993619
17,48,31,19,50,complex_scalar,0.99826961
17,48,31,19,50,diag_complex,0.99982042
17,49,32,19,51,identity,3.2231149
17,49,32,19,51,real_scalar,0.99995831
17,49,32,19,51,complex_scalar,0.99829798
17,49,32,19,51,diag_complex,0.99984801
17,50,33,19,52,identity,3.2542327
17,50,33,19,52,real_scalar,0.99998714
17,50,33,19,52,complex_scalar,0.99840851
17,50,33,19,52,diag_complex,1.0002358
18,19,1,20,21,identity,0.46188453
18,19,1,20,21,real_scalar,0.44481863
18,19,1,20,21,complex_scalar,0.29973513
18,19,1,20,21,diag_complex,0.28301618
18,20,2,20,22,identity,0.88699332
18,20,2,20,22,real_scalar,0.77098107
18,20,2,20,22,complex_scalar,0.53653023
18,20,2,20,22,diag_complex,0.50705414
18,21,3,20,23,identity,1.2022491
18,21,3,20,23,real_scalar,0.91891179
18,21,3,20,23,complex_scalar,0.69457442
18,21,3,20,23,diag_complex,0.66209768
18,22,4,20,24,identity,1.3974148
18,22,4,20,24,real_scalar,0.97611423
18,22,4,20,24,complex_scalar,0.80330533
18,22,4,20,24,diag_complex,0.77157543
18,23,5,20,25,identity,1.5369463
18,23,5,20,25,real_scalar,0.99694196
18,23,5,20,25,complex_scalar,0.87345705
18,23,5,20,25,diag_complex,0.84125517
18,24,6,20,26,identity,1.6830018
18,24,6,20,26,real_scalar,1.0000124
18,24,6,20,26,complex_scalar,0.92069355
18,24,6,20,26,diag_complex,0.89041832
18,25,7,20,27,identity,1.7683805
18,25,7,20,27,real_scalar,0.99966172
18,25,7,20,27,complex_scalar,0.95282438
18,25,7,20,27,diag_complex,0.92826455
18,26,8,20,28,identity,1.7844346
18,26,8,20,28,real_scalar,0.99975721
18,26,8,20,28,complex_scalar,0.97166701
18,26,8,20,28,diag_complex,0.95261318
18,27,9,20,29,identity,1.849428
18,27,9,20,29,real_scalar,0.99994193
18,27,9,20,29,complex_scalar,0.97960426
18,27,9,20,29,diag_complex,0.9643287
18,28,10,20,30,identity,1.9191549
18,28,10,20,30,real_scalar,0.9999984
18,28,10,20,30,complex_scalar,0.98314205
18,28,10,20,30,diag_complex,0.97002673
18,29,11,20,31,identity,1.9379022
18,29,11,20,31,real_scalar,1.0000027
18,29,11,20,31,complex_scalar,0.98594632
18,29,11,20,31,diag_complex,0.97389458
18,30,12,20,32,identity,1.9970596
18,30,12,20,32,real_scalar,0.99998936
18,30,12,20,32,complex_scalar,0.98731593
18,30,12,20,32,diag_complex,0.97546016
18,31,13,20,33,identity,2.0870435
18,31,13,20,33,real_scalar,0.99996335
18,31,13,20,33,complex_scalar,0.98891572
18,31,13,20,33,diag_complex,0.97768821
18,32,14,20,34,identity,2.1339822
18,32,14,20,34,real_scalar,0.99994265
18,32,14,20,34,complex_scalar,0.99069278
18,32,14,20,34,diag_complex,0.9807691
18,33,15,20,35,identity,2.1746052
18,33,15,20,35,real_scalar,0.99989753
18,33,15,20,35,complex_scalar,0.99255147
18,33,15,20,35,diag_complex,0.98427398
18,34,16,20,36,identity,2.2620445
18,34,16,20,36,real_scalar,0.99992693
18,34,16,20,36,complex_scalar,0.99397699
18,34,16,20,36,diag_complex,0.98766584
18,35,17,20,37,identity,2.3015737
18,35,17,20,37,real_scalar,0.99998023
18,35,17,20,37,complex_scalar,0.99508688
18,35,17,20,37,diag_complex,0.99036358
18,36,18,20,38,identity,2.3180267
18,36,18,20,38,real_scalar,1
18,36,18,20,38,complex_scalar,0.99582877
18,36,18,20,38,diag_complex,0.99181493
18,37,19,20,39,identity,2.3955889
18,37,19,20,39,real_scalar,0.99999717
18,37,19,20,39,complex_scalar,0.99596339
18,37,19,20,39,diag_complex,0.992158
18,38,20,20,40,identity,2.4565566
18,38,20,20,40,real_scalar,0.99999512
18,38,20,20,40,complex_scalar,0.99600411
18,38,20,20,40,diag_complex,0.99273912
18,39,21,20,41,identity,2.4980854
18,39,21,20,41,real_scalar,1.0000004
18,39,21,20,41,complex_scalar,0.9962955
18,39,21,20,41,diag_complex,0.99404617
18,40,22,20,42,identity,2.5778041
18,40,22,20,42,real_scalar,1.0000009
18,40,22,20,42,complex_scalar,0.99670995
18,40,22,20,42,diag_complex,0.99567448
18,41,23,20,43,identity,2.6520285
18,41,23,20,43,real_scalar,1.0000008
18,41,23,20,43,complex_scalar,0.9970414
18,41,23,20,43,diag_complex,0.99696986
18,42,24,20,44,identity,2.678962
18,42,24,20,44,real_scalar,1.0000007
18,42,24,20,44,complex_scalar,0.99736245
18,42,24,20,44,diag_complex,0.99790633
18,43,25,20,45,identity,2.7497406
18,43,25,20,45,real_scalar,1.0000003
18,43,25,20,45,complex_scalar,0.99763746
18,43,25,20,45,diag_complex,0.99858
18,44,26,20,46,identity,2.8224927
18,44,26,20,46,real_scalar,0.99999579
18,44,26,20,46,complex_scalar,0.99786735
18,44,26,20,46,diag_complex,0.99914488
18,45,27,20,47,identity,2.8388451
18,45,27,20,47,real_scalar,0.99999022
18,45,27,20,47,complex_scalar,0.99808918
18,45,27,20,47,diag_complex,0.99947979
18,46,28,20,48,identity,2.8968015
18,46,28,20,48,real_scalar,0.99998041
18,46,28,20,48,complex_scalar,0.99824622
18,46,28,20,48,diag_complex,0.99968205
18,47,29,20,49,identity,2.9615621
18,47,29,20,49,real_scalar,0.99995607
18,47,29,20,49,complex_scalar,0.99827831
18,47,29,20,49,diag_complex,0.99985824
18,48,30,20,50,identity,2.9737479
18,48,30,20,50,real_scalar,0.99994394
18,48,30,20,50,complex_scalar,0.99825527
18,48,30,20,50,diag_complex,0.99987671
18,49,31,20,51,identity,2.9988798
18,49,31,20,51,real_scalar,0.99995654
18,49,31,20,51,complex_scalar,0.99826153
18,49,31,20,51,diag_complex,0.99982037
18,50,32,20,52,identity,3.0276042
18,50,32,20,52,real_scalar,0.99997596
18,50,32,20,52,complex_scalar,0.99834102
18,50,32,20,52,diag_complex,0.99999793
19,20,1,21,22,identity,0.51443902
19,20,1,21,22,real_scalar,0.48350315
19,20,1,21,22,complex_scalar,0.30265659
19,20,1,21,22,diag_complex,0.27956448
19,21,2,21,23,identity,0.93293145
19,21,2,21,23,real_scalar,0.77768341
19,21,2,21,23,complex_scalar,0.53424775
19,21,2,21,23,diag_complex,0.50321142
19,22,3,21,24,identity,1.2146249
19,22,3,21,24,real_scalar,0.91788493
19,22,3,21,24,complex_scalar,0.69841737
19,22,3,21,24,diag_complex,0.66730376
19,23,4,21,25,identity,1.4165876
19,23,4,21,25,real_scalar,0.97982978
19,23,4,21,25,complex_scalar,0.80384336
19,23,4,21,25,diag_complex,0.77134861
19,24,5,21,26,identity,1.6053981
19,24,5,21,26,real_scalar,0.99797861
19,24,5,21,26,complex_scalar,0.87138211
19,24,5,21,26,diag_complex,0.8392386
19,25,6,21,27,identity,1.7266014
19,25,6,21,27,real_scalar,0.99999667
19,25,6,21,27,complex_scalar,0.92025245
19,25,6,21,27,diag_complex,0.89208061
19,26,7,21,28,identity,1.7698644
19,26,7,21,28,real_scalar,0.99947958
19,26,7,21,28,complex_scalar,0.95420868
19,26,7,21,28,diag_complex,0.92973985
19,27,8,21,29,identity,1.8396099
19,27,8,21,29,real_scalar,0.99960972
19,27,8,21,29,complex_scalar,0.9721114
19,27,8,21,29,diag_complex,0.95164172
19,28,9,21,30,identity,1.9022878
19,28,9,21,30,real_scalar,0.99993934
19,28,9,21,30,complex_scalar,0.97959452
19,28,9,21,30,diag_complex,0.96302054
19,29,10,21,31,identity,1.9162464
19,29,10,21,31,real_scalar,1.0000056
19,29,10,21,31,complex_scalar,0.98400898
19,29,10,21,31,diag_complex,0.96999317
19,30,11,21,32,identity,1.9686334
19,30,11,21,32,real_scalar,1.0000083
19,30,11,21,32,complex_scalar,0.98576841
19,30,11,21,32,diag_complex,0.97274538
19,31,12,21,33,identity,2.0541875
19,31,12,21,33,real_scalar,1.0000048
19,31,12,21,33,complex_scalar,0.9869755
19,31,12,21,33,diag_complex,0.97407399
19,32,13,21,34,identity,2.1011548
19,32,13,21,34,real_scalar,0.99998769
19,32,13,21,34,complex_scalar,0.98845518
19,32,13,21,34,diag_complex,0.97594999
19,33,14,21,35,identity,2.1453091
19,33,14,21,35,real_scalar,0.99989128
19,33,14,21,35,complex_scalar,0.99046972
19,33,14,21,35,diag_complex,0.97903655
19,34,15,21,36,identity,2.2340081
19,34,15,21,36,real_scalar,0.99987276
19,34,15,21,36,complex_scalar,0.99245444
19,34,15,21,36,diag_complex,0.98327866
19,35,16,21,37,identity,2.2734031
19,35,16,21,37,real_scalar,0.99993562
19,35,16,21,37,complex_scalar,0.99412187
19,35,16,21,37,diag_complex,0.98717899
19,36,17,21,38,identity,2.2886685
19,36,17,21,38,real_scalar,0.99998433
19,36,17,21,38,complex_scalar,0.99538725
19,36,17,21,38,diag_complex,0.98983721
19,37,18,21,39,identity,2.3616892
19,37,18,21,39,real_scalar,1.0000016
19,37,18,21,39,complex_scalar,0.99579182
19,37,18,21,39,diag_complex,0.99114157
19,38,19,21,40,identity,2.4177916
19,38,19,21,40,real_scalar,0.99998856
19,38,19,21,40,complex_scalar,0.9957476
19,38,19,21,40,diag_complex,0.9920675
19,39,20,21,41,identity,2.4572217
19,39,20,21,41,real_scalar,0.99999628
19,39,20,21,41,complex_scalar,0.99581161
19,39,20,21,41,diag_complex,0.99328624
19,40,21,21,42,identity,2.536601
19,40,21,21,42,real_scalar,1.0000001
19,40,21,21,42,complex_scalar,0.99615227
19,40,21,21,42,diag_complex,0.99471217
19,41,22,21,43,identity,2.6104636
19,41,22,21,43,real_scalar,1
19,41,22,21,43,complex_scalar,0.99654427
19,41,22,21,43,diag_complex,0.9960457
19,42,23,21,44,identity,2.6381266
19,42,23,21,44,real_scalar,1.0000002
19,42,23,21,44,complex_scalar,0.9969603
19,42,23,21,44,diag_complex,0.99721529
19,43,24,21,45,identity,2.7076836
19,43,24,21,45,real_scalar,1.0000005
19,43,24,21,45,complex_scalar,0.99735574
19,43,24,21,45,diag_complex,0.99791629
19,44,25,21,46,identity,2.7776811
19,44,25,21,46,real_scalar,0.99999894
19,44,25,21,46,complex_scalar,0.99768961
19,44,25,21,46,diag_complex,0.99838663
19,45,26,21,47,identity,2.7925957
19,45,26,21,47,real_scalar,0.99999072
19,45,26,21,47,complex_scalar,0.9979431
19,45,26,21,47,diag_complex,0.9986908
19,46,27,21,48,identity,2.8494761
19,46,27,21,48,real_scalar,0.99997878
19,46,27,21,48,complex_scalar,0.9980808
19,46,27,21,48,diag_complex,0.99898141
19,47,28,21,49,identity,2.9133983
19,47,28,21,49,real_scalar,0.99995439
19,47,28,21,49,complex_scalar,0.99811608
19,47,28,21,49,diag_complex,0.99935061
19,48,29,21,50,identity,2.9250826
19,48,29,21,50,real_scalar,0.99993718
